id,名称,父id,拼音首字母,拼音首字母集合,拼音,附加说明,行政级别,行政代码,区号,排序
2565,名山,390,m,ms,mingshan,,区,511803 ,835 ,2
2566,荥经,390,y,yj,yingjing,,县,511822 ,835 ,3
2567,汉源,390,h,hy,hanyuan,,县,511823 ,835 ,4
2568,石棉,390,s,sm,shimian,,县,511824 ,835 ,5
2569,天全,390,t,tq,tianquan,,县,511825 ,835 ,6
2570,芦山,390,l,ls,lushan,,县,511826 ,835 ,7
2571,宝兴,390,b,bx,baoxing,,县,511827 ,835 ,8
2572,巴州,391,b,bz,bazhou,,区,511902 ,827 ,1
2573,通江,391,t,tj,tongjiang,,县,511921 ,827 ,2
2574,南江,391,n,nj,nanjiang,,县,511922 ,827 ,3
2575,平昌,391,p,pc,pingchang,,县,511923 ,827 ,4
2576,雁江,392,y,yj,yanjiang,,区,512002 ,28 ,1
2577,安岳,392,a,ay,anyue,,县,512021 ,28 ,2
2578,乐至,392,l,lz,lezhi,,县,512022 ,28 ,3
2579,简阳,375,j,jy,jianyang,,市,510185 ,28 ,4
2580,马尔康,393,m,mek,maerkang,,市,513229 ,837 ,1
2581,汶川,393,w,wc,wenchuan,,县,513221 ,837 ,2
2582,理县,393,l,lx,lixian,,,513222 ,837 ,3
2583,茂县,393,m,mx,maoxian,,,513223 ,837 ,4
2584,松潘,393,s,sp,songpan,,县,513224 ,837 ,5
2585,九寨沟,393,j,jzg,jiuzhaigou,,县,513225 ,837 ,6
2586,金川,393,j,jc,jinchuan,,县,513226 ,837 ,7
2587,小金,393,x,xj,xiaojin,,县,513227 ,837 ,8
2588,黑水,393,h,hs,heishui,,县,513228 ,837 ,9
2589,壤塘,393,r,rt,rangtang,,县,513230 ,837 ,10
2590,阿坝,393,a,ab,aba,,县,513231 ,837 ,11
2591,若尔盖,393,r,reg,ruoergai,,县,513232 ,837 ,12
2592,红原,393,h,hy,hongyuan,,县,513233 ,837 ,13
2593,康定,394,k,kd,kangding,,市,513301 ,836 ,1
2594,泸定,394,l,ld,luding,,县,513322 ,836 ,2
2595,丹巴,394,d,db,danba,,县,513323 ,836 ,3
2596,九龙,394,j,jl,jiulong,,县,513324 ,836 ,4
2597,雅江,394,y,yj,yajiang,,县,513325 ,836 ,5
2598,道孚,394,d,df,daofu,,县,513326 ,836 ,6
2599,炉霍,394,l,lh,luhuo,,县,513327 ,836 ,7
2600,甘孜,394,g,gz,ganzi,,县,513328 ,836 ,8
2601,新龙,394,x,xl,xinlong,,县,513329 ,836 ,9
2602,德格,394,d,dg,dege,,县,513330 ,836 ,10
2603,白玉,394,b,by,baiyu,,县,513331 ,836 ,11
2604,石渠,394,s,sq,shiqu,,县,513332 ,836 ,12
2605,色达,394,s,sd,seda,,县,513333 ,836 ,13
2606,理塘,394,l,lt,litang,,县,513334 ,836 ,14
2607,巴塘,394,b,bt,batang,,县,513335 ,836 ,15
2608,乡城,394,x,xc,xiangcheng,,县,513336 ,836 ,16
2609,稻城,394,d,dc,daocheng,,县,513337 ,836 ,17
2610,得荣,394,d,dr,derong,,县,513338 ,836 ,18
2611,西昌,395,x,xc,xichang,,市,513401 ,834 ,1
2612,木里,395,m,ml,muli,藏族,自治县,513422 ,834 ,2
2613,盐源,395,y,yy,yanyuan,,县,513423 ,834 ,3
2614,德昌,395,d,dc,dechang,,县,513424 ,834 ,4
2615,会理,395,h,hl,huili,,县,513425 ,834 ,5
2616,会东,395,h,hd,huidong,,县,513426 ,834 ,6
2617,宁南,395,n,nn,ningnan,,县,513427 ,834 ,7
2618,普格,395,p,pg,puge,,县,513428 ,834 ,8
2619,布拖,395,b,bt,butuo,,县,513429 ,834 ,9
2620,金阳,395,j,jy,jinyang,,县,513430 ,834 ,10
2621,昭觉,395,z,zj,zhaojue,,县,513431 ,834 ,11
2622,喜德,395,x,xd,xide,,县,513432 ,834 ,12
2623,冕宁,395,m,mn,mianning,,县,513433 ,834 ,13
2624,越西,395,y,yx,yuexi,,县,513434 ,834 ,14
2625,甘洛,395,g,gl,ganluo,,县,513435 ,834 ,15
2626,美姑,395,m,mg,meigu,,县,513436 ,834 ,16
2627,雷波,395,l,lb,leibo,,县,513437 ,834 ,17
2628,观山湖,396,g,gsh,guanshanhu,,区,,851 ,1
2629,南明,396,n,nm,nanming,,区,520102 ,851 ,2
2630,云岩,396,y,yy,yunyan,,区,520103 ,851 ,3
2631,花溪,396,h,hx,huaxi,,区,520111 ,851 ,4
2632,乌当,396,w,wd,wudang,,区,520112 ,851 ,5
2633,白云,396,b,by,baiyun,,区,520113 ,851 ,6
2634,开阳,396,k,ky,kaiyang,,县,520121 ,851 ,7
2635,息烽,396,x,xf,xifeng,,县,520122 ,851 ,8
2636,修文,396,x,xw,xiuwen,,县,520123 ,851 ,9
2637,清镇,396,q,qz,qingzhen,,市,520181 ,851 ,10
2638,钟山,397,z,zs,zhongshan,,区,520201 ,858 ,1
2639,六枝特,397,l,lzt,liuzhite,,区,520203 ,858 ,2
2640,水城,397,s,sc,shuicheng,,县,520221 ,858 ,3
2641,盘州,397,p,pz,panzhou,,市,520281 ,858 ,4
2642,红花岗,398,h,hhg,honghuagang,,区,520302 ,852 ,1
2643,汇川,398,h,hc,huichuan,,区,520303 ,852 ,2
2644,播州,398,b,bz,bozhou,,区,520304 ,852 ,3
2645,桐梓,398,t,tz,tongzi,,县,520322 ,852 ,4
2646,绥阳,398,s,sy,suiyang,,县,520323 ,852 ,5
2647,正安,398,z,za,zhengan,,县,520324 ,852 ,6
2648,道真,398,d,dz,daozhen,仡佬族苗族,自治县,520325 ,852 ,7
2649,务川,398,w,wc,wuchuan,仡佬族苗族,自治县,520326 ,852 ,8
2650,凤冈,398,f,fg,fenggang,,县,520327 ,852 ,9
2651,湄潭,398,m,mt,meitan,,县,520328 ,852 ,10
2652,余庆,398,y,yq,yuqing,,县,520329 ,852 ,11
2653,习水,398,x,xs,xishui,,县,520330 ,852 ,12
2654,赤水,398,c,cs,chishui,,市,520381 ,852 ,13
2655,仁怀,398,r,rh,renhuai,,市,520382 ,852 ,14
2656,西秀,399,x,xx,xixiu,,区,520402 ,853 ,1
2657,平坝,399,p,pb,pingba,,区,520403 ,853 ,2
2658,普定,399,p,pd,puding,,县,520422 ,853 ,3
2659,镇宁,399,z,zn,zhenning,布依族苗族,自治县,520423 ,853 ,4
2660,关岭,399,g,gl,guanling,布依族苗族,自治县,520424 ,853 ,5
2661,紫云,399,z,zy,ziyun,苗族布依族,自治县,520425 ,853 ,6
2662,七星关,400,q,qxg,qixingguan,,区,520502 ,857 ,1
2663,大方,400,d,df,dafang,,县,520521 ,857 ,2
2664,黔西,400,q,qx,qianxi,,县,520522 ,857 ,3
2665,金沙,400,j,js,jinsha,,县,520523 ,857 ,4
2666,织金,400,z,zj,zhijin,,县,520524 ,857 ,5
2667,纳雍,400,n,ny,nayong,,县,520525 ,857 ,6
2668,威宁,400,w,wn,weining,彝族回族苗族,自治县,520526 ,857 ,7
2669,赫章,400,h,hz,hezhang,,县,520527 ,857 ,8
2670,碧江,401,b,bj,bijiang,,区,520602 ,856 ,1
2671,万山,401,w,ws,wanshan,,区,520603 ,856 ,2
2672,江口,401,j,jk,jiangkou,,县,520621 ,856 ,3
2673,玉屏,401,y,yp,yuping,侗族,自治县,520622 ,856 ,4
2674,石阡,401,s,sq,shiqian,,县,520623 ,856 ,5
2675,思南,401,s,sn,sinan,,县,520624 ,856 ,6
2676,印江,401,y,yj,yinjiang,土家族苗族,自治县,520625 ,856 ,7
2677,德江,401,d,dj,dejiang,,县,520626 ,856 ,8
2678,沿河,401,y,yh,yanhe,土家族,自治县,520627 ,856 ,9
2679,松桃,401,s,st,songtao,苗族,自治县,520628 ,856 ,10
2680,兴义,402,x,xy,xingyi,,市,522301 ,859 ,1
2681,兴仁,402,x,xr,xingren,,市,522322 ,859 ,2
2682,普安,402,p,pa,puan,,县,522323 ,859 ,3
2683,晴隆,402,q,ql,qinglong,,县,522324 ,859 ,4
2684,贞丰,402,z,zf,zhenfeng,,县,522325 ,859 ,5
2685,望谟,402,w,wm,wangmo,,县,522326 ,859 ,6
2686,册亨,402,c,ch,ceheng,,县,522327 ,859 ,7
2687,安龙,402,a,al,anlong,,县,522328 ,859 ,8
2688,凯里,403,k,kl,kaili,,市,522601 ,855 ,1
2689,黄平,403,h,hp,huangping,,县,522622 ,855 ,2
2690,施秉,403,s,sb,shibing,,县,522623 ,855 ,3
2691,三穗,403,s,ss,sansui,,县,522624 ,855 ,4
2692,镇远,403,z,zy,zhenyuan,,县,522625 ,855 ,5
2693,岑巩,403,c,cg,cengong,,县,522626 ,855 ,6
2694,天柱,403,t,tz,tianzhu,,县,522627 ,855 ,7
2695,锦屏,403,j,jp,jinping,,县,522628 ,855 ,8
2696,剑河,403,j,jh,jianhe,,县,522629 ,855 ,9
2697,台江,403,t,tj,taijiang,,县,522630 ,855 ,10
2698,黎平,403,l,lp,liping,,县,522631 ,855 ,11
2699,榕江,403,r,rj,rongjiang,,县,522632 ,855 ,12
2700,从江,403,c,cj,congjiang,,县,522633 ,855 ,13
2701,雷山,403,l,ls,leishan,,县,522634 ,855 ,14
2702,麻江,403,m,mj,majiang,,县,522635 ,855 ,15
2703,丹寨,403,d,dz,danzhai,,县,522636 ,855 ,16
2704,都匀,404,d,dy,duyun,,市,522701 ,854 ,1
2705,福泉,404,f,fq,fuquan,,市,522702 ,854 ,2
2706,荔波,404,l,lb,libo,,县,522722 ,854 ,3
2707,贵定,404,g,gd,guiding,,县,522723 ,854 ,4
2708,瓮安,404,w,wa,wengan,,县,522725 ,854 ,5
2709,独山,404,d,ds,dushan,,县,522726 ,854 ,6
2710,平塘,404,p,pt,pingtang,,县,522727 ,854 ,7
2711,罗甸,404,l,ld,luodian,,县,522728 ,854 ,8
2712,长顺,404,c,cs,changshun,,县,522729 ,854 ,9
2713,龙里,404,l,ll,longli,,县,522730 ,854 ,10
2714,惠水,404,h,hs,huishui,,县,522731 ,854 ,11
2715,三都,404,s,sd,sandu,水族,自治县,522732 ,854 ,12
2716,五华,405,w,wh,wuhua,,区,530102 ,871 ,1
2717,盘龙,405,p,pl,panlong,,区,530103 ,871 ,2
2718,官渡,405,g,gd,guandu,,区,530111 ,871 ,3
2719,西山,405,x,xs,xishan,,区,530112 ,871 ,4
2720,东川,405,d,dc,dongchuan,,区,530113 ,871 ,5
2721,呈贡,405,c,cg,chenggong,,区,530114 ,871 ,6
2722,晋宁,405,j,jn,jinning,,区,530115 ,871 ,7
2723,富民,405,f,fm,fumin,,县,530124 ,871 ,8
2724,宜良,405,y,yl,yiliang,,县,530125 ,871 ,9
2725,石林,405,s,sl,shilin,彝族,自治县,530126 ,871 ,10
2726,嵩明,405,s,sm,songming,,县,530127 ,871 ,11
2727,禄劝,405,l,lq,luquan,彝族苗族,自治县,530128 ,871 ,12
2728,寻甸,405,x,xd,xundian,回族彝族,自治县,530129 ,871 ,13
2729,安宁,405,a,an,anning,,市,530181 ,871 ,14
2730,麒麟,406,q,ql,qilin,,区,530302 ,874 ,1
2731,马龙,406,m,ml,malong,,区,530304 ,874 ,3
2732,陆良,406,l,ll,luliang,,县,530322 ,874 ,4
2733,师宗,406,s,sz,shizong,,县,530323 ,874 ,5
2734,罗平,406,l,lp,luoping,,县,530324 ,874 ,6
2735,富源,406,f,fy,fuyuan,,县,530325 ,874 ,7
2736,会泽,406,h,hz,huize,,县,530326 ,874 ,8
2737,沾益,406,z,zy,zhanyi,,区,530303 ,874 ,2
2738,宣威,406,x,xw,xuanwei,,市,530381 ,874 ,9
2739,红塔,407,h,ht,hongta,,区,530402 ,877 ,1
2740,江川,407,j,jc,jiangchuan,,区,530421 ,877 ,2
2741,澄江,407,c,cj,chengjiang,,县,530422 ,877 ,3
2742,通海,407,t,th,tonghai,,县,530423 ,877 ,4
2743,华宁,407,h,hn,huaning,,县,530424 ,877 ,5
2744,易门,407,y,ym,yimen,,县,530425 ,877 ,6
2745,峨山,407,e,es,eshan,彝族,自治县,530426 ,877 ,7
2746,新平,407,x,xp,xinping,彝族傣族,自治县,530427 ,877 ,8
2747,元江,407,y,yj,yuanjiang,哈尼族彝族傣族,自治县,530428 ,877 ,9
2748,昭阳,408,z,zy,zhaoyang,,区,530602 ,870 ,1
2749,鲁甸,408,l,ld,ludian,,县,530621 ,870 ,2
2750,巧家,408,q,qj,qiaojia,,县,530622 ,870 ,3
2751,盐津,408,y,yj,yanjin,,县,530623 ,870 ,4
2752,大关,408,d,dg,daguan,,县,530624 ,870 ,5
2753,永善,408,y,ys,yongshan,,县,530625 ,870 ,6
2754,绥江,408,s,sj,suijiang,,县,530626 ,870 ,7
2755,镇雄,408,z,zx,zhenxiong,,县,530627 ,870 ,8
2756,彝良,408,y,yl,yiliang,,县,530628 ,870 ,9
2757,威信,408,w,wx,weixin,,县,530629 ,870 ,10
2758,水富,408,s,sf,shuifu,,市,530630 ,870 ,11
2759,古城,409,g,gc,gucheng,,区,530702 ,888 ,1
2760,玉龙,409,y,yl,yulong,纳西族,自治县,530721 ,888 ,2
2761,永胜,409,y,ys,yongsheng,,县,530722 ,888 ,3
2762,华坪,409,h,hp,huaping,,县,530723 ,888 ,4
2763,宁蒗,409,n,nl,ninglang,彝族,自治县,530724 ,888 ,5
2764,思茅,410,s,sm,simao,,区,530802 ,879 ,1
2765,宁洱,410,n,ne,ninger,哈尼族彝族,县,530821 ,879 ,2
2766,墨江,410,m,mj,mojiang,哈尼族,县,530822 ,879 ,3
2767,景东,410,j,jd,jingdong,彝族,县,530823 ,879 ,4
2768,景谷,410,j,jg,jinggu,傣族彝族,县,530824 ,879 ,5
2769,镇沅,410,z,zy,zhenyuan,彝族哈尼族拉祜族,县,530825 ,879 ,6
2770,江城,410,j,jc,jiangcheng,哈尼族彝族,县,530826 ,879 ,7
2771,孟连,410,m,ml,menglian,傣族拉祜族佤族,县,530827 ,879 ,8
2772,澜沧,410,l,lc,lancang,拉祜族,县,530828 ,879 ,9
2773,西盟,410,x,xm,ximeng,佤族,县,530829 ,879 ,10
2774,临翔,411,l,lx,linxiang,,区,530902 ,883 ,1
2775,凤庆,411,f,fq,fengqing,,县,530921 ,883 ,2
2776,云县,411,y,yx,yunxian,,,530922 ,883 ,3
2777,永德,411,y,yd,yongde,,县,530923 ,883 ,4
2778,镇康,411,z,zk,zhenkang,,县,530924 ,883 ,5
2779,双江,411,s,sj,shuangjiang,拉祜族佤族布朗族傣族,自治县,530925 ,883 ,6
2780,耿马,411,g,gm,gengma,傣族佤族,自治县,530926 ,883 ,7
2781,沧源,411,c,cy,cangyuan,佤族,自治县,530927 ,883 ,8
2782,楚雄,412,c,cx,chuxiong,,市,532301 ,878 ,1
2783,双柏,412,s,sb,shuangbo,,县,532322 ,878 ,2
2784,牟定,412,m,md,mouding,,县,532323 ,878 ,3
2785,南华,412,n,nh,nanhua,,县,532324 ,878 ,4
2786,姚安,412,y,ya,yaoan,,县,532325 ,878 ,5
2787,大姚,412,d,dy,dayao,,县,532326 ,878 ,6
2788,永仁,412,y,yr,yongren,,县,532327 ,878 ,7
2789,元谋,412,y,ym,yuanmou,,县,532328 ,878 ,8
2790,武定,412,w,wd,wuding,,县,532329 ,878 ,9
2791,禄丰,412,l,lf,lufeng,,县,532331 ,878 ,10
2792,个旧,413,g,gj,gejiu,,市,532501 ,873 ,1
2793,开远,413,k,ky,kaiyuan,,市,532502 ,873 ,2
2794,蒙自,413,m,mz,mengzi,,市,532503 ,873 ,3
2795,屏边,413,p,pb,pingbian,苗族,自治县,532523 ,873 ,4
2796,建水,413,j,js,jianshui,,县,532524 ,873 ,5
2797,石屏,413,s,sp,shiping,,县,532525 ,873 ,6
2798,弥勒,413,m,ml,mile,,市,532526 ,873 ,7
2799,泸西,413,l,lx,luxi,,县,532527 ,873 ,8
2800,元阳,413,y,yy,yuanyang,,县,532528 ,873 ,9
2801,红河,413,h,hh,honghe,,县,532529 ,873 ,10
2802,金平,413,j,jp,jinping,苗族瑶族傣族,自治县,532530 ,873 ,11
2803,绿春,413,l,lc,lu:chun,,县,532531 ,873 ,12
2804,河口,413,h,hk,hekou,瑶族,自治县,532532 ,873 ,13
2805,文山,414,w,ws,wenshan,,县,532601 ,876 ,1
2806,砚山,414,y,ys,yanshan,,县,532622 ,876 ,2
2807,西畴,414,x,xc,xichou,,县,532623 ,876 ,3
2808,麻栗坡,414,m,mlp,malipo,,县,532624 ,876 ,4
2809,马关,414,m,mg,maguan,,县,532625 ,876 ,5
2810,丘北,414,q,qb,qiubei,,县,532626 ,876 ,6
2811,广南,414,g,gn,guangnan,,县,532627 ,876 ,7
2812,富宁,414,f,fn,funing,,县,532628 ,876 ,8
2813,景洪,415,j,jh,jinghong,,市,532801 ,691 ,1
2814,勐海,415,m,mh,menghai,,县,532822 ,691 ,2
2815,勐腊,415,m,ml,mengla,,县,532823 ,691 ,3
2816,大理,416,d,dl,dali,,市,532901 ,872 ,1
2817,漾濞,416,y,yb,yangbi,彝族,自治县,532922 ,872 ,2
2818,祥云,416,x,xy,xiangyun,,县,532923 ,872 ,3
2819,宾川,416,b,bc,binchuan,,县,532924 ,872 ,4
2820,弥渡,416,m,md,midu,,县,532925 ,872 ,5
2821,南涧,416,n,nj,nanjian,彝族,自治县,532926 ,872 ,6
2822,巍山,416,w,ws,weishan,彝族回族,自治县,532927 ,872 ,7
2823,永平,416,y,yp,yongping,,县,532928 ,872 ,8
2824,云龙,416,y,yl,yunlong,,县,532929 ,872 ,9
2825,洱源,416,e,ey,eryuan,,县,532930 ,872 ,10
2826,剑川,416,j,jc,jianchuan,,县,532931 ,872 ,11
2827,鹤庆,416,h,hq,heqing,,县,532932 ,872 ,12
2828,瑞丽,417,r,rl,ruili,,市,533102 ,692 ,1
2829,芒市,417,m,ms,mangshi,,,533103 ,692 ,2
2830,梁河,417,l,lh,lianghe,,县,533122 ,692 ,3
2831,盈江,417,y,yj,yingjiang,,县,533123 ,692 ,4
2832,陇川,417,l,lc,longchuan,,县,533124 ,692 ,5
2833,泸水,418,l,ls,lushui,,市,533301 ,886 ,1
2834,福贡,418,f,fg,fugong,,县,533323 ,886 ,2
2835,贡山,418,g,gs,gongshan,独龙族怒族,县,533324 ,886 ,3
2836,兰坪,418,l,lp,lanping,白族普米族,县,533325 ,886 ,4
2837,香格里拉,419,x,xgll,xianggelila,,市,533421 ,887 ,1
2838,德钦,419,d,dq,deqin,,县,533422 ,887 ,2
2839,维西,419,w,wx,weixi,,县,533423 ,887 ,3
2840,隆阳,420,l,ly,longyang,,区,530502 ,875 ,1
2841,施甸,420,s,sd,shidian,,县,530521 ,875 ,2
2842,腾冲,420,t,tc,tengchong,,市,530522 ,875 ,3
2843,龙陵,420,l,ll,longling,,县,530523 ,875 ,4
2844,昌宁,420,c,cn,changning,,县,530524 ,875 ,5
2845,城关,421,c,cg,chengguan,,区,540102 ,891 ,1
2846,林周,421,l,lz,linzhou,,县,540121 ,891 ,3
2847,当雄,421,d,dx,dangxiong,,县,540122 ,891 ,4
2848,尼木,421,n,nm,nimu,,县,540123 ,891 ,5
2849,曲水,421,q,qs,qushui,,县,540124 ,891 ,6
2850,堆龙德庆,421,d,dldq,duilongdeqing,,区,540125 ,891 ,7
2851,达孜,421,d,dz,dazi,,区,540104 ,891 ,2
2852,墨竹工卡,421,m,mzgk,mozhugongka,,县,540127 ,891 ,8
2853,卡若,422,k,kr,karuo,,区,542121 ,895 ,1
2854,江达,422,j,jd,jiangda,,县,542122 ,895 ,2
2855,贡觉,422,g,gj,gongjue,,县,542123 ,895 ,3
2856,类乌齐,422,l,lwq,leiwuqi,,县,542124 ,895 ,4
2857,丁青,422,d,dq,dingqing,,县,542125 ,895 ,5
2858,察雅,422,c,cy,chaya,,县,542126 ,895 ,6
2859,八宿,422,b,bs,basu,,县,542127 ,895 ,7
2860,左贡,422,z,zg,zuogong,,县,542128 ,895 ,8
2861,芒康,422,m,mk,mangkang,,县,542129 ,895 ,9
2862,洛隆,422,l,ll,luolong,,县,542132 ,895 ,10
2863,边坝,422,b,bb,bianba,,县,542133 ,895 ,11
2864,乃东,423,n,nd,naidong,,区,540502 ,893 ,1
2865,扎囊,423,z,zn,zhanang,,县,540521 ,893 ,2
2866,贡嘎,423,g,gg,gongga,,县,540522 ,893 ,3
2867,桑日,423,s,sr,sangri,,县,540523 ,893 ,4
2868,琼结,423,q,qj,qiongjie,,县,540524 ,893 ,5
2869,曲松,423,q,qs,qusong,,县,540525 ,893 ,6
2870,措美,423,c,cm,cuomei,,县,540526 ,893 ,7
2871,洛扎,423,l,lz,luozha,,县,540527 ,893 ,8
2872,加查,423,j,jc,jiacha,,县,540528 ,893 ,9
2873,隆子,423,l,lz,longzi,,县,540529 ,893 ,10
2874,错那,423,c,cn,cuonei,,县,540530 ,893 ,11
2875,浪卡子,423,l,lkz,langkazi,,县,540531 ,893 ,12
2876,桑珠孜,424,s,szz,sangzhuzi,,区,542301 ,892 ,1
2877,南木林,424,n,nml,nanmulin,,县,542322 ,892 ,2
2878,江孜,424,j,jz,jiangzi,,县,542323 ,892 ,3
2879,定日,424,d,dr,dingri,,县,542324 ,892 ,4
2880,萨迦,424,s,sj,sajia,,县,542325 ,892 ,5
2881,拉孜,424,l,lz,lazi,,县,542326 ,892 ,6
2882,昂仁,424,a,ar,angren,,县,542327 ,892 ,7
2883,谢通门,424,x,xtm,xietongmen,,县,542328 ,892 ,8
2884,白朗,424,b,bl,bailang,,县,542329 ,892 ,9
2885,仁布,424,r,rb,renbu,,县,542330 ,892 ,10
2886,康马,424,k,km,kangma,,县,542331 ,892 ,11
2887,定结,424,d,dj,dingjie,,县,542332 ,892 ,12
2888,仲巴,424,z,zb,zhongba,,县,542333 ,892 ,13
2889,亚东,424,y,yd,yadong,,县,542334 ,892 ,14
2890,吉隆,424,j,jl,jilong,,县,542335 ,892 ,15
2891,聂拉木,424,n,nlm,nielamu,,县,542336 ,892 ,16
2892,萨嘎,424,s,sg,saga,,县,542337 ,892 ,17
2893,岗巴,424,g,gb,gangba,,县,542338 ,892 ,18
2894,双湖,425,s,sh,shuanghu,,县,540630 ,896 ,11
2895,色尼,425,s,sn,seni,,区,540602 ,896 ,1
2896,嘉黎,425,j,jl,jiali,,县,540621 ,896 ,2
2897,比如,425,b,br,biru,,县,540622 ,896 ,3
2898,聂荣,425,n,nr,nierong,,县,540623 ,896 ,4
2899,安多,425,a,ad,anduo,,县,540624 ,896 ,5
2900,申扎,425,s,sz,shenzha,,县,540625 ,896 ,6
2901,索县,425,s,sx,suoxian,,,540626 ,896 ,7
2902,班戈,425,b,bg,bange,,县,540627 ,896 ,8
2903,巴青,425,b,bq,baqing,,县,540628 ,896 ,9
2904,尼玛,425,n,nm,nima,,县,540629 ,896 ,10
2905,普兰,426,p,pl,pulan,,县,542521 ,897 ,1
2906,札达,426,z,zd,zhada,,县,542522 ,897 ,2
2907,噶尔,426,g,ge,gaer,,县,542523 ,897 ,3
2908,日土,426,r,rt,ritu,,县,542524 ,897 ,4
2909,革吉,426,g,gj,geji,,县,542525 ,897 ,5
2910,改则,426,g,gz,gaize,,县,542526 ,897 ,6
2911,措勤,426,c,cq,cuoqin,,县,542527 ,897 ,7
2912,巴宜,427,b,by,bayi,,区,540402 ,894 ,1
2913,工布江达,427,g,gbjd,gongbujiangda,,县,542621 ,894 ,2
2914,米林,427,m,ml,milin,,县,542621 ,894 ,3
2915,墨脱,427,m,mt,motuo,,县,542621 ,894 ,4
2916,波密,427,b,bm,bomi,,县,542621 ,894 ,5
2917,察隅,427,c,cy,chayu,,县,542621 ,894 ,6
2918,朗县,427,l,lx,langxian,,,542621 ,894 ,7
2919,新城,428,x,xc,xincheng,,区,610102 ,29 ,1
2920,碑林,428,b,bl,beilin,,区,610103 ,29 ,2
2921,莲湖,428,l,lh,lianhu,,区,610104 ,29 ,3
2922,灞桥,428,b,bq,baqiao,,区,610111 ,29 ,4
2923,未央,428,w,wy,weiyang,,区,610112 ,29 ,5
2924,雁塔,428,y,yt,yanta,,区,610113 ,29 ,6
2925,阎良,428,y,yl,yanliang,,区,610114 ,29 ,7
2926,临潼,428,l,lt,lintong,,区,610115 ,29 ,8
2927,长安,428,c,ca,changan,,区,610116 ,29 ,9
2928,蓝田,428,l,lt,lantian,,县,610122 ,29 ,12
2929,周至,428,z,zz,zhouzhi,,县,610124 ,29 ,13
2930,鄠邑,428,h,hy,huyi,,区,610118 ,29 ,11
2931,高陵,428,g,gl,gaoling,,区,610117 ,29 ,10
2932,王益,429,w,wy,wangyi,,区,610202 ,919 ,1
2933,印台,429,y,yt,yintai,,区,610203 ,919 ,2
2934,耀州,429,y,yz,yaozhou,,区,610204 ,919 ,3
2935,宜君,429,y,yj,yijun,,县,610222 ,919 ,4
2936,渭滨,430,w,wb,weibin,,区,610302 ,917 ,1
2937,金台,430,j,jt,jintai,,区,610303 ,917 ,2
2938,陈仓,430,c,cc,chencang,,区,610304 ,917 ,3
2939,凤翔,430,f,fx,fengxiang,,县,610322 ,917 ,4
2940,岐山,430,q,qs,qishan,,县,610323 ,917 ,5
2941,扶风,430,f,ff,fufeng,,县,610324 ,917 ,6
2942,眉县,430,m,mx,meixian,,,610326 ,917 ,7
2943,陇县,430,l,lx,longxian,,,610327 ,917 ,8
2944,千阳,430,q,qy,qianyang,,县,610328 ,917 ,9
2945,麟游,430,l,ly,linyou,,县,610329 ,917 ,10
2946,凤县,430,f,fx,fengxian,,,610330 ,917 ,11
2947,太白,430,t,tb,taibai,,县,610331 ,917 ,12
2948,秦都,431,q,qd,qindu,,区,610402 ,29 ,1
2949,杨陵,431,y,yl,yangling,,区,610403 ,29 ,2
2950,渭城,431,w,wc,weicheng,,区,610404 ,29 ,3
2951,三原,431,s,sy,sanyuan,,县,610422 ,29 ,4
2952,泾阳,431,j,jy,jingyang,,县,610423 ,29 ,5
2953,乾县,431,q,qx,qianxian,,,610424 ,29 ,6
2954,礼泉,431,l,lq,liquan,,县,610425 ,29 ,7
2955,永寿,431,y,ys,yongshou,,县,610426 ,29 ,8
2956,彬州,431,b,bz,binzhou,,市,610482 ,29 ,14
2957,长武,431,c,cw,changwu,,县,610428 ,29 ,9
2958,旬邑,431,x,xy,xunyi,,县,610429 ,29 ,10
2959,淳化,431,c,ch,chunhua,,县,610430 ,29 ,11
2960,武功,431,w,wg,wugong,,县,610431 ,29 ,12
2961,兴平,431,x,xp,xingping,,市,610481 ,29 ,13
2962,临渭,432,l,lw,linwei,,区,610502 ,913 ,1
2963,华州,432,h,hz,huazhou,,区,610521 ,913 ,2
2964,潼关,432,t,tg,tongguan,,县,610522 ,913 ,3
2965,大荔,432,d,dl,dali,,县,610523 ,913 ,4
2966,合阳,432,h,hy,heyang,,县,610524 ,913 ,5
2967,澄城,432,c,cc,chengcheng,,县,610525 ,913 ,6
2968,蒲城,432,p,pc,pucheng,,县,610526 ,913 ,7
2969,白水,432,b,bs,baishui,,县,610527 ,913 ,8
2970,富平,432,f,fp,fuping,,县,610528 ,913 ,9
2971,韩城,432,h,hc,hancheng,,市,610581 ,913 ,10
2972,华阴,432,h,hy,huayin,,市,610582 ,913 ,11
2973,宝塔,433,b,bt,baota,,区,610602 ,911 ,1
2974,延长,433,y,yc,yanchang,,县,610621 ,911 ,3
2975,延川,433,y,yc,yanchuan,,县,610622 ,911 ,4
2976,子长,433,z,zc,zichang,,县,610623 ,911 ,5
2977,安塞,433,a,as,ansai,,区,610603 ,911 ,2
2978,志丹,433,z,zd,zhidan,,县,610625 ,911 ,6
2979,吴起,433,w,wq,wuqi,,县,610626 ,911 ,7
2980,甘泉,433,g,gq,ganquan,,县,610627 ,911 ,8
2981,富县,433,f,fx,fuxian,,,610628 ,911 ,9
2982,洛川,433,l,lc,luochuan,,县,610629 ,911 ,10
